コード,企業名,株価,時価総額（億）,発行済株式数,売上高（百万）,粗利益,営業利益,当期利益,総資産,総負債,純資産,EPS,配当金,配当利回り,PER,益回り,PBR,PBR逆数,ROE,ROA,自己資本比率,ROEx益回りx自己資本,ROE+益回り+自己資本,ROExPBR逆数x自己資本,ROE+PBR逆数+自己資本
5288,アジアパイルホールディングス,497,187,38089057,93176,11395,2175,1495,85755,48469,37286,39.22,20.0,4.02,12.67,7.9,0.5,200.0,4.0,1.7,43.5,1375,55.4,34800,247.5
5290,ベルテクスコーポレーション,1327,352,27259182,37515,11908,6044,4242,47420,18224,29196,160.96,65.0,4.9,8.24,12.1,1.21,82.64,14.5,8.9,61.6,10808,88.2,73814,158.7
5301,東海カーボン,1053,2275,213180091,258874,70732,24111,16106,512503,283293,229210,85.28,30.0,2.85,12.35,8.1,0.99,101.01,7.0,3.1,44.7,2534,59.8,31606,152.7
5302,日本カーボン,4085,451,11043638,31578,8039,3355,2730,72692,27705,44987,295.98,200.0,4.9,13.8,7.2,1.0,100.0,6.1,3.8,61.9,2719,75.2,37759,168.0
5304,ＳＥＣカーボン,5070,207,4065256,22919,6414,3170,3040,62608,6554,56054,747.55,200.0,3.94,6.78,14.7,0.37,270.27,5.4,4.9,89.5,7105,109.6,130621,365.2
5310,東洋炭素,3025,632,20972560,37734,12382,5511,4466,83655,11451,72204,237.21,60.0,1.98,12.75,7.8,0.88,113.64,6.2,5.3,86.3,4173,100.3,60804,206.1
5331,ノリタケカンパニーリミテド,4280,612,14433742,127641,35070,9058,9069,163562,45441,118121,628.24,160.0,3.74,6.81,14.7,0.52,192.31,7.7,5.5,72.2,8172,94.6,106913,272.2
5332,ＴＯＴＯ,4505,7638,169547078,645273,236891,50386,40132,641025,235290,405735,236.74,100.0,2.22,19.03,5.3,1.88,53.19,9.9,6.3,63.3,3321,78.5,33333,126.4
5333,日本碍子,1974,6040,311640797,510439,162691,86427,70852,982833,398744,584089,226.56,66.0,3.34,8.71,11.5,1.03,97.09,12.1,7.2,59.4,8266,83.0,69782,168.6
5334,日本特殊陶業,2629,5277,203286556,491733,156169,75512,60201,823181,308863,514318,296.03,123.0,4.68,8.88,11.3,1.03,97.09,11.7,7.3,62.5,8263,85.5,70997,171.3
5337,ダントーホールディングス,316,92,29665631,5018,1509,-879,-966,11119,3316,7803,-18.81,0,0.0,-16.8,-6.0,1.18,84.75,-12.4,-8.7,70.2,5223,51.8,-73773,142.6
5341,アサヒ衛陶,457,15,3285100,1766,655,-64,-42,2053,906,1147,-45.89,0,0.0,-9.96,-10.0,1.31,76.34,-3.7,-2.0,55.9,2068,42.2,-15789,128.5
5344,ＭＡＲＵＷＡ,17200,2096,12337467,54344,27326,18368,13351,95899,16218,79681,1234.22,74.0,0.43,13.94,7.2,2.63,38.02,16.8,13.9,83.1,10052,107.1,53079,137.9
5351,品川リフラクトリーズ,3715,346,9351037,110784,24557,9062,5309,119710,59540,60170,567.73,190.0,5.11,6.54,15.3,0.58,172.41,8.8,4.4,50.3,6772,74.4,76316,231.5
5352,黒崎播磨,4560,375,8421602,133778,24809,7262,5491,142694,77349,65345,651.86,200.0,4.39,7.0,14.3,0.57,175.44,8.4,3.8,45.8,5501,68.5,67495,229.6
5355,日本坩堝,596,40,6725745,8675,2434,256,212,11077,5891,5186,31.52,10.0,1.68,18.91,5.3,0.77,129.87,4.1,1.9,46.8,1017,56.2,24919,180.8
5357,ヨータイ,1549,313,20568980,25912,6347,4031,2967,38750,8641,30110,141.24,45.0,2.91,10.97,9.1,1.04,96.15,9.9,7.7,77.7,7000,96.7,73961,183.8
5363,東京窯業,276,123,44232010,25907,7047,2973,1732,47308,15493,31815,39.18,8.0,2.9,7.04,14.2,0.39,256.41,5.4,3.7,67.3,5161,86.9,93185,329.1
5367,ニッカトー,461,55,11935576,9979,2334,971,672,16534,4747,11786,56.29,19.0,4.12,8.19,12.2,0.47,212.77,5.7,4.1,71.3,4958,89.2,86472,289.8
5380,新東,2173,7.64,354068,5013,825,-16,1,6424,3104,3320,99.77,75.0,3.45,21.78,4.6,0.23,434.78,0.0,0.0,51.7,0,56.3,0,486.5
5381,Ｍｉｐｏｘ,641,91,14239310,10450,4549,1273,1550,14607,6515,8091,124.87,15.0,2.34,5.13,19.5,1.12,89.29,19.2,10.6,55.4,20742,94.1,94976,163.9
5384,フジミインコーポレーテッド,5850,1456,24722210,51731,24388,11939,9157,75684,12717,62967,370.36,195.0,3.33,15.8,6.3,2.31,43.29,14.5,12.1,83.2,7600,104.0,52225,141.0
5386,鶴弥,397,30,7655002,7740,1818,150,129,15729,4004,11725,16.72,10.0,2.52,23.74,4.2,0.26,384.62,1.1,0.8,74.5,344,79.8,31520,460.2
5387,チヨダウーテ,602,141,23318397,25602,10847,741,823,32035,17515,14520,35.29,0,0.0,17.06,5.9,0.97,103.09,5.7,2.6,45.3,1523,56.9,26619,154.1
5388,クニミネ工業,964,120,12804605,15257,4735,1645,1302,24849,4344,20505,100.84,30.0,3.11,9.56,10.5,0.59,169.49,6.3,5.2,82.5,5457,99.3,88092,258.3
5391,エーアンドエーマテリアル,857,65,7651264,35923,8034,987,958,36231,20555,15676,125.3,45.0,5.25,6.84,14.6,0.41,243.9,6.1,2.6,43.3,3856,64.0,64421,293.3
5393,ニチアス,2402,1569,66332539,216236,53380,25020,22035,246924,92637,154287,332.17,88.0,3.66,7.23,13.8,1.02,98.04,14.3,8.9,62.5,12334,90.6,87623,174.8
5395,理研コランダム,2298,21,922032,3862,666,-9,311,6160,1766,4394,374.98,60.0,2.61,6.13,16.3,0.48,208.33,7.1,5.0,71.3,8252,94.7,105463,286.7
5401,日本製鉄,1978,18100,920868584,6808890,1221559,703685,637321,8752346,4855338,3897008,692.16,160.0,8.09,2.86,35.0,0.46,217.39,16.4,7.3,44.5,25543,95.9,158651,278.3
5406,神戸製鋼所,613,2422,394547727,2082582,307804,87623,60083,2728745,1856401,872344,160.24,40.0,6.53,3.83,26.1,0.28,357.14,6.9,2.2,32.0,5763,65.0,78857,396.0
5408,中山製鋼所,448,244,54136600,166701,19798,7348,4815,143618,54687,88931,88.94,18.0,4.02,5.04,19.8,0.27,370.37,5.4,3.4,61.9,6618,87.1,123800,437.7
5410,合同製鐵,1463,214,14627385,204201,17450,-3227,-1113,223377,124718,98659,-76.02,0,0.0,-19.24,-5.2,0.22,454.55,-1.1,-0.5,44.2,253,37.9,-22100,497.6
5411,ＪＦＥホールディングス,1487,8580,575838976,4365145,670455,400192,288060,5287909,3299640,1988269,500.28,140.0,9.41,2.97,33.7,0.43,232.56,14.5,5.4,37.6,18373,85.8,126792,284.7
5423,東京製鐵,1384,1555,114278363,270883,50189,31228,31937,240325,82045,158280,299.63,30.0,2.17,4.62,21.6,0.98,102.04,20.2,13.3,65.9,28753,107.7,135834,188.1
5440,共英製鋼,1455,640,43427975,292719,25899,8726,6323,314203,151248,162955,145.47,40.0,2.75,10.0,10.0,0.39,256.41,3.9,2.0,51.9,2024,65.8,51900,312.2
5444,大和工業,4520,2885,63686785,150029,26241,12987,39917,414928,64577,350351,618.62,200.0,4.42,7.31,13.7,0.82,121.95,11.4,9.6,84.4,13182,109.5,117335,217.8
5445,東京鐵鋼,1330,112,9025630,66089,7042,-4795,-4723,63062,20714,42348,-518.04,20.0,1.5,-2.57,-38.9,0.26,384.62,-11.2,-7.5,67.2,29278,17.1,-289480,440.6
5446,北越メタル,1168,44,3839762,27356,2135,-820,-968,26537,11172,15366,-251.87,6.0,0.51,-4.64,-21.6,0.29,344.83,-6.3,-3.6,57.9,7879,30.0,-125784,396.4
5449,大阪製鐵,1419,529,38920254,104455,10290,3619,2568,208294,59642,148652,58.97,20.5,1.44,24.06,4.2,0.36,277.78,1.7,1.2,71.4,510,77.3,33717,350.9
5451,淀川製鋼所,2397,686,28829054,201655,33184,14350,9789,244671,52734,191937,338.43,102.0,4.26,7.08,14.1,0.36,277.78,5.1,4.0,78.4,5638,97.6,111068,361.3
5458,高砂鐵工,840,26,3002259,10830,1816,793,648,8486,4588,3898,215.52,35.0,4.17,3.9,25.6,0.67,149.25,16.6,7.6,45.9,19506,88.1,113720,211.8
5463,丸一鋼管,2942,2340,79606693,224218,51730,35861,27761,370078,72440,297638,340.82,91.0,3.09,8.63,11.6,0.79,126.58,9.3,7.5,80.4,8674,101.3,94646,216.3
5464,モリ工業,2593,205,7766134,43076,11107,5567,4320,62527,16251,46276,551.45,140.0,5.4,4.7,21.3,0.44,227.27,9.3,6.9,74.0,14659,104.6,156407,310.6
5471,大同特殊鋼,3715,1684,42626487,529667,92111,32362,26896,728187,398473,329714,630.93,180.0,4.85,5.89,17.0,0.51,196.08,8.2,3.7,45.3,6315,70.5,72836,249.6
5476,日本高周波鋼業,319,47,14655212,41714,4146,530,418,39335,24076,15259,28.45,0,0.0,11.21,8.9,0.31,322.58,2.7,1.1,38.8,932,50.4,33793,364.1
5480,日本冶金工業,2231,336,15084434,148925,25912,7853,8471,187494,125330,62164,561.25,120.0,5.38,3.98,25.1,0.54,185.19,13.6,4.5,33.2,11333,71.9,83617,232.0
5481,山陽特殊製鋼,1864,1100,54487737,363278,59884,20782,15268,377911,180916,196995,294.85,90.0,4.83,6.32,15.8,0.56,178.57,7.8,4.0,52.1,6421,75.7,72567,238.5
5482,愛知製鋼,2153,424,19712177,260138,27205,2018,934,323866,147875,175991,55.26,30.0,1.39,38.96,2.6,0.24,416.67,0.5,0.3,54.3,71,57.4,11313,471.5
5484,東北特殊鋼,1547,116,7528929,19883,3898,1433,1154,31217,5902,25315,141.45,28.0,1.81,10.94,9.1,0.46,217.39,4.6,3.7,81.1,3395,94.8,81100,303.1
5486,日立金属,2056,8748,427553868,942701,135185,19051,12030,1069695,538577,531118,56.36,0,0.0,36.48,2.7,1.65,60.61,2.3,1.1,49.7,309,54.7,6928,112.6
5491,日本金属,1176,78,6694341,49117,6509,3441,2518,72179,48865,23314,376.01,0,0.0,3.13,31.9,0.33,303.03,10.8,3.5,32.3,11128,75.0,105709,346.1
5541,大平洋金属,2479,484,19502665,57129,8167,4410,11370,89852,9986,79866,582.88,175.0,7.06,4.25,23.5,0.61,163.93,14.2,12.7,88.9,29666,126.6,206942,267.0
5542,新報国マテリアル,1166,39,3310536,4661,1023,382,323,6966,2497,4469,123.16,40.0,3.43,9.47,10.6,0.87,114.94,7.2,4.6,64.2,4900,82.0,53130,186.3
5563,新日本電工,363,527,146920527,65978,14361,7267,7769,95888,31631,64257,71.75,20.0,5.51,5.06,19.8,0.82,121.95,12.1,8.1,67.0,16052,98.9,98865,201.1
5602,栗本鐵工所,1676,203,12202295,105954,25339,4034,2918,139722,73380,66342,239.12,70.0,4.18,7.01,14.3,0.31,322.58,4.4,2.1,47.5,2989,66.2,67419,374.5
5603,虹技,989,32,3288700,23117,2798,154,43,31247,20211,11036,12.98,10.0,1.01,76.19,1.3,0.29,344.83,0.4,0.1,35.3,18,37.0,4869,380.5
5609,日本鋳造,882,40,4511225,12106,1998,788,663,21088,9836,11252,123.31,30.0,3.4,7.15,14.0,0.36,277.78,5.9,3.1,53.4,4411,73.3,87517,337.1
5610,大和重工,770,10,1316526,3053,346,-312,-204,5746,3310,2436,-114.09,0,0.0,-6.75,-14.8,0.41,243.9,-8.4,-3.6,42.4,5271,19.2,-86867,277.9
5612,日本鋳鉄管,995,32,3213109,15185,2770,384,236,17780,9389,8391,40.77,22.0,2.21,24.41,4.1,0.38,263.16,2.8,1.3,47.2,542,54.1,34779,313.2
5631,日本製鋼所,3070,2255,73583621,213790,47816,15016,13949,339729,190289,149440,189.63,57.0,1.86,16.19,6.2,1.51,66.23,9.3,4.1,44.0,2537,59.5,27101,119.5
5632,三菱製鋼,964,148,15356126,146292,20898,4743,4069,142962,100362,42600,264.72,50.0,5.19,3.64,27.5,0.35,285.71,9.6,2.8,29.8,7867,66.9,81736,325.1
5644,メタルアート,1843,55,3023498,35010,5419,3206,2216,38635,21069,17566,732.72,74.0,4.02,2.52,39.7,0.31,322.58,12.6,5.7,45.5,22760,97.8,184935,380.7
5658,日亜鋼業,260,125,48395994,30721,6404,1981,1716,69225,22642,46584,35.44,10.0,3.85,7.34,13.6,0.27,370.37,3.7,2.5,67.3,3387,84.6,92226,441.4
5659,日本精線,4510,279,6132978,44795,7944,4521,3178,51230,16269,34961,560.41,210.0,4.66,8.05,12.4,0.8,125.0,9.1,6.2,68.2,7696,89.7,77578,202.3
5660,神鋼鋼線工業,872,52,5910982,29448,5104,708,599,41578,20493,21085,101.63,35.0,4.01,8.58,11.7,0.25,400.0,2.8,1.4,50.7,1661,65.2,56784,453.5
5695,パウダーテック,2300,67,2897140,8837,2597,1116,818,15432,3103,12329,282.0,80.0,3.48,8.16,12.3,0.54,185.19,6.6,5.3,79.9,6486,98.8,97658,271.7
5697,サンユウ,476,29,6044504,21070,3349,1060,670,18432,9650,8781,110.68,33.0,6.93,4.3,23.3,0.33,303.03,7.6,3.6,47.6,8429,78.5,109624,358.2
5698,エンビプロ・ホールディングス,777,233,29584866,40934,8365,1326,1492,26549,13262,13286,89.92,25.0,3.22,8.64,11.6,1.75,57.14,11.2,5.6,50.0,6496,72.8,31998,118.3
5699,イボキン,1425,48,3358239,8433,1598,774,510,5762,2143,3618,121.66,45.0,3.16,11.71,8.5,1.33,75.19,14.1,8.9,62.8,7527,85.4,66579,152.1
5702,大紀アルミニウム工業所,1220,499,40501969,236056,29261,20377,14880,141616,83112,58504,367.39,65.0,5.33,3.32,30.1,0.85,117.65,25.4,10.5,41.3,31576,96.8,123417,184.4
5703,日本軽金属ホールディングス,1590,982,61895274,486579,91350,21695,16759,532601,329512,203089,270.77,85.0,5.35,5.87,17.0,0.48,208.33,8.3,3.1,38.1,5376,63.4,65880,254.7
5704,ＪＭＣ,854,44,5300400,2417,878,102,114,3808,1608,2200,27.97,0,0.0,30.53,3.3,2.0,50.0,5.2,3.0,57.8,992,66.3,15028,113.0
5706,三井金属鉱業,3165,1811,57118840,633346,122564,58169,52089,637878,398186,239692,911.99,110.0,3.48,3.47,28.8,0.76,131.58,21.7,8.2,37.6,23498,88.1,107359,190.9
5707,東邦亜鉛,2143,292,13578062,124279,18172,9681,7922,145796,99832,45964,583.44,75.0,3.5,3.67,27.2,0.64,156.25,17.2,5.4,31.5,14737,75.9,84656,204.9
5711,三菱マテリアル,1996,2626,130640167,1811759,208801,21125,45016,2125032,1540215,584817,344.56,75.0,3.76,5.79,17.3,0.45,222.22,7.7,2.1,27.5,3663,52.5,47055,257.4
5713,住友金属鉱山,4173,11600,274768934,1259091,257794,270982,281037,2268756,711338,1445329,1022.8,275.0,6.59,4.08,24.5,0.8,125.0,19.4,12.4,63.7,30277,107.6,154472,208.1
5714,ＤＯＷＡホールディングス,4800,2853,59502391,831794,106426,63288,51013,657283,343828,313455,857.32,100.0,2.08,5.6,17.9,0.91,109.89,16.3,7.8,47.7,13917,81.9,85441,173.9
5715,古河機械金属,1245,480,38823632,199097,26102,8032,6479,229727,132473,97254,165.85,50.0,4.02,7.51,13.3,0.49,204.08,6.7,2.8,42.3,3769,62.3,57838,253.1
5721,エス・サイエンス,27,37,141591607,1156,249,-350,-329,2940,250,2690,-2.74,0,0.0,-9.85,-10.2,1.38,72.46,-12.2,-11.2,91.5,11386,69.1,-80887,151.8
5724,アサカ理研,1306,66,5074850,8071,1901,407,377,7125,3592,3533,104.45,8.0,0.61,12.5,8.0,1.87,53.48,10.7,5.3,49.6,4246,68.3,28383,113.8
5726,大阪チタニウムテクノロジーズ,2870,1018,36798806,28549,2320,-2084,-3110,76586,50077,26509,-84.57,0,0.0,-33.94,-2.9,3.84,26.04,-11.7,-4.1,34.6,1174,20.0,-10542,48.9
5727,東邦チタニウム,2483,1580,71172601,55515,13760,5229,3695,98095,50929,47166,69.27,20.0,0.81,35.85,2.8,3.35,29.85,7.8,3.8,48.1,1051,58.7,11199,85.8
5729,日本精鉱,3345,82,2440363,17098,3283,2187,1541,14840,5541,9299,631.04,150.0,4.48,5.3,18.9,0.88,113.64,16.6,10.4,62.7,19671,98.2,118279,192.9
5741,ＵＡＣＪ,2217,1083,48222559,782911,129787,56073,32054,828729,600736,227993,664.69,85.0,3.83,3.34,29.9,0.48,208.33,14.1,3.9,27.5,11594,71.5,80780,249.9
5742,エヌアイシ・オートテック,809,44,5448554,7433,1478,216,249,8713,4074,4639,45.52,41.0,5.07,17.77,5.6,0.95,105.26,5.4,2.9,53.2,1609,64.2,30239,163.9
5753,日本伸銅,1836,37,2026726,26137,3080,1490,1058,15426,5969,9457,459.53,10.0,0.54,4.0,25.0,0.39,256.41,11.2,6.9,61.3,17164,97.5,176041,328.9
5757,ＣＫサンエツ,4210,344,8243479,115343,15552,10772,4313,71099,27207,43892,517.84,70.0,1.66,8.13,12.3,0.78,128.21,9.8,6.1,61.7,7437,83.8,77523,199.7
5781,東邦金属,917,36,3981469,6400,1216,663,602,5801,2811,2989,253.19,0,0.0,3.62,27.6,1.2,83.33,20.1,10.4,51.5,28570,99.2,86259,154.9
5801,古河電気工業,2326,1632,70384069,930496,138692,11429,10093,935876,621814,314062,143.38,60.0,2.58,16.22,6.2,0.52,192.31,3.2,1.1,33.6,667,43.0,20677,229.1
5802,住友電気工業,1498,11500,779880506,3367863,573944,124670,96306,3807390,2037602,1769788,123.49,50.0,3.34,12.13,8.2,0.65,153.85,5.4,2.5,46.5,2059,60.1,38632,205.8
5803,フジクラ,808,2206,275696324,670350,126588,34825,39100,611526,391034,220492,141.85,10.0,1.24,5.7,17.5,1.0,100.0,17.7,6.4,36.1,11182,71.3,63897,153.8
5805,昭和電線ホールディングス,1759,527,29860397,199194,25357,9161,9354,147356,89082,58274,313.44,50.0,2.84,5.61,17.8,0.9,111.11,16.1,6.3,39.5,11320,73.4,70660,166.7
5807,東京特殊電線,2347,155,6734684,20921,5782,3205,2336,27737,9502,18235,346.76,100.0,4.26,6.77,14.8,0.85,117.65,12.8,8.4,65.7,12446,93.3,98939,196.2
5809,タツタ電線,461,283,61781247,59861,12386,2720,2331,58654,10485,48169,34.43,18.0,3.9,13.39,7.5,0.59,169.49,4.8,4.0,82.1,2956,94.4,66793,256.4
5816,オーナンバ,476,58,12186813,36953,6263,1092,1018,32941,15121,17819,64.9,16.0,3.36,7.33,13.6,0.33,303.03,5.7,3.1,54.1,4194,73.4,93445,362.8
5817,ＪＭＡＣＳ,402,19,4685984,4784,1179,41,37,8543,4105,4437,7.99,10.0,2.49,50.31,2.0,0.43,232.56,0.8,0.4,51.9,83,54.7,9656,285.3
5819,カナレ電気,1576,104,6749546,10034,3936,1007,681,16273,1556,14717,101.19,30.0,1.9,15.57,6.4,0.71,140.85,4.6,4.2,90.4,2661,101.4,58571,235.8
5820,三ッ星,9000,102,1145640,9187,1732,286,281,10419,4249,6171,245.41,60.0,0.67,36.67,2.7,1.65,60.61,4.6,2.7,59.2,735,66.5,16505,124.4
5821,平河ヒューテック,1126,155,14047385,27803,6003,1933,1503,41574,11156,30418,107.0,27.5,2.44,10.52,9.5,0.51,196.08,4.9,3.6,73.2,3407,87.6,70330,274.2
5851,リョービ,1120,362,32418700,198073,18473,-5675,-4396,279422,156495,122927,-95.19,30.0,2.68,-11.77,-8.5,0.29,344.83,-3.6,-1.6,44.0,1346,31.9,-54621,385.2
5852,アーレスティ,385,98,25826000,116313,7624,-6451,-5189,131302,77736,53566,-201.22,10.0,2.6,-1.91,-52.4,0.18,555.56,-9.7,-4.0,40.8,20738,-21.3,-219868,586.7
5856,エルアイイーエイチ,54,40,74895480,15522,3309,296,169,5589,2327,3262,2.24,2.0,3.7,24.11,4.1,1.23,81.3,5.2,3.0,58.4,1245,67.7,24689,144.9
5857,アサヒホールディングス,2069,1594,78643251,192442,34659,26446,18735,298387,193250,105137,230.85,90.0,4.35,8.96,11.2,1.52,65.79,17.8,6.3,35.2,7017,64.2,41221,118.8
5900,ダイケン,708,40,5483559,9865,3172,374,257,15555,2967,12588,43.01,15.0,2.12,16.46,6.1,0.32,312.5,2.0,1.7,80.9,987,89.0,50562,395.4
5901,東洋製罐グループホールディングス,1518,2771,181570463,821565,108857,28823,44423,1082282,444934,637348,240.61,109.0,7.18,6.31,15.8,0.43,232.56,7.0,4.1,58.9,6514,81.7,95884,298.5
5902,ホッカンホールディングス,1270,154,12202619,86329,16829,-1684,-1235,142326,89352,52974,-101.18,45.0,3.54,-12.55,-8.0,0.29,344.83,-2.3,-0.9,37.2,684,26.9,-29504,379.7
5903,シンポ,1070,62,5659847,5498,2074,672,513,6766,1491,5275,96.01,25.0,2.34,11.14,9.0,1.18,84.75,9.7,7.6,78.0,6809,96.7,64122,172.4
5905,日本製罐,1100,15,1346665,10472,1494,157,237,13619,8708,4911,174.21,50.0,4.55,6.31,15.8,0.31,322.58,4.8,1.7,36.1,2738,56.7,55897,363.5
5906,エムケー精工,349,50,14579739,24855,8064,1100,566,25501,13096,12405,30.05,8.0,2.29,11.61,8.6,0.4,250.0,4.6,2.2,48.6,1923,61.8,55890,303.2
5907,ＪＦＥコンテイナー,5720,166,2863071,35497,6656,1085,1256,44835,14311,30524,403.42,150.0,2.62,14.18,7.1,0.54,185.19,4.1,2.8,68.1,1982,79.3,51707,257.4
5909,コロナ,843,243,29130170,78648,17399,837,940,98304,25524,72780,32.25,28.0,3.32,26.14,3.8,0.33,303.03,1.3,1.0,74.0,366,79.1,29151,378.3
5911,横河ブリッジホールディングス,2008,793,41331360,136931,24188,14753,11045,172549,64765,107784,233.38,80.0,3.98,8.6,11.6,0.74,135.14,10.2,6.4,62.5,7395,84.3,86152,207.8
5915,駒井ハルテック,1696,78,4654789,29552,4877,1506,1346,52526,23434,29092,289.06,75.0,4.42,5.87,17.0,0.27,370.37,4.6,2.6,55.4,4332,77.0,94385,430.4
5918,瀧上工業,7000,148,2189560,14678,1388,-198,139,48814,11711,37103,63.06,100.0,1.43,111.01,0.9,0.4,250.0,0.4,0.3,76.0,27,77.3,7600,326.4
5921,川岸工業,2838,82,2883573,18874,2655,1466,1348,29225,4264,24961,520.61,80.0,2.82,5.45,18.3,0.33,303.03,5.4,4.6,85.4,8439,109.1,139745,393.8
5922,那須電機鉄工,8340,95,1166413,22957,5168,2818,2616,40486,17717,22769,2206.67,200.0,2.4,3.78,26.5,0.42,238.1,11.5,6.5,56.2,17127,94.2,153884,305.8
5923,高田機工,2457,52,2111108,15670,2025,629,748,24546,5510,19037,342.92,110.0,4.48,7.16,14.0,0.27,370.37,3.9,3.0,77.6,4237,95.5,112089,451.9
5928,アルメタックス,267,30,11097000,9542,1940,300,353,11062,2509,8553,34.21,10.0,3.75,7.8,12.8,0.35,285.71,4.1,3.2,77.3,4057,94.2,90550,367.1
5929,三和ホールディングス,1367,3159,220935985,468956,138310,34373,22844,386237,184302,201935,103.39,44.0,3.22,13.22,7.6,1.56,64.1,11.3,5.9,52.3,4492,71.2,37882,127.7
5930,文化シヤッター,1029,693,67174504,182313,46973,9107,6706,169205,86694,82511,97.96,41.0,3.98,10.5,9.5,0.84,119.05,8.1,4.0,48.8,3755,66.4,47058,175.9
5933,アルインコ,904,176,19454501,55255,13402,1119,451,58234,30718,27516,30.54,40.0,4.42,29.6,3.4,0.64,156.25,1.6,0.8,47.3,257,52.3,11825,205.1
5935,元旦ビューティ工業,5500,42,767301,11233,3481,269,164,9163,4495,4668,221.61,75.0,1.36,24.82,4.0,0.9,111.11,3.5,1.8,50.9,713,58.4,19794,165.5
5936,東洋シヤッター,567,36,6335249,19737,4652,690,412,17736,10218,7518,50.83,15.0,2.65,11.15,9.0,0.48,208.33,5.5,2.3,42.4,2099,56.9,48583,256.2
5938,ＬＩＸＩＬ,2730,7897,288425859,1428578,486869,62397,48603,1782882,1167914,614968,167.21,90.0,3.3,16.33,6.1,1.28,78.12,7.9,2.7,34.5,1663,48.5,21292,120.5
5939,大谷工業,3975,31,779222,6408,1230,171,127,5487,2258,3229,161.75,30.0,0.75,24.57,4.1,0.96,104.17,3.9,2.3,58.8,940,66.8,23888,166.9
5940,不二サッシ,70,88,126188670,90430,13733,-2900,-3325,83315,65425,17890,-26.36,1.0,1.43,-2.66,-37.6,0.49,204.08,-18.6,-4.0,21.5,15036,-34.7,-81612,207.0
5941,中西製作所,1570,98,6302693,30075,7400,1639,1118,25883,8932,16951,177.34,40.0,2.55,8.85,11.3,0.58,172.41,6.6,4.3,65.5,4885,83.4,74533,244.5
5942,日本フイルコン,490,103,20926155,24781,8564,1004,1085,41120,19540,21580,76.81,13.0,2.65,6.38,15.7,0.48,208.33,5.0,2.6,52.5,4121,73.2,54687,265.8
5943,ノーリツ,1497,667,44898984,178142,57193,2528,5481,194527,82430,112097,22.77,76.0,5.08,65.74,1.5,0.6,166.67,4.9,2.8,57.6,423,64.0,47041,229.2
5945,天龍製鋸,3080,142,4627456,14390,5530,2779,2131,33620,3532,30088,460.29,140.0,4.55,6.69,14.9,0.47,212.77,7.1,6.3,89.5,9468,111.5,135205,309.4
5946,長府製作所,1871,646,34739312,44858,11120,2219,2914,137473,9173,128300,80.37,36.0,1.92,23.28,4.3,0.5,200.0,2.3,2.1,93.3,923,99.9,42918,295.6
5947,リンナイ,10070,4990,49502580,366185,116557,35683,23749,512867,169747,343120,470.38,145.0,1.44,21.41,4.7,1.45,68.97,6.9,4.6,66.9,2170,78.5,31837,142.8
5949,ユニプレス,852,370,44412897,254450,17098,-8152,-7954,302585,179762,122823,-176.89,20.0,2.35,-4.82,-20.7,0.3,333.33,-6.5,-2.6,40.6,5463,13.4,-87966,367.4
5950,日本パワーファスニング,120,19,15883360,5331,1348,15,2138,8080,4821,3259,105.03,5.0,4.17,1.14,87.7,0.58,172.41,65.6,26.5,40.3,231851,193.6,455797,278.3
5951,ダイニチ工業,668,108,16185296,21088,5778,1327,1074,28963,3894,25069,66.3,22.0,3.29,10.08,9.9,0.43,232.56,4.3,3.7,86.6,3687,100.8,86601,323.5
5952,アマテイ,120,14,11857996,5085,801,14,2,5231,4047,1184,0.17,0.5,0.42,705.88,0.1,1.18,84.75,0.2,0.0,22.6,0,22.9,383,107.6
5955,ヤマシナ,68,94,136470659,11030,2410,721,549,16846,5782,11065,3.99,1.0,1.47,17.04,5.9,0.85,117.65,5.0,3.3,65.7,1938,76.6,38648,188.4
5956,トーソー,505,45,8952902,20861,8797,781,532,20502,7284,13218,59.36,10.0,1.98,8.51,11.8,0.34,294.12,4.0,2.6,64.5,3044,80.3,75883,362.6
5957,日東精工,519,191,36933036,40518,10285,3250,2200,50924,21673,29251,59.09,16.5,3.18,8.78,11.4,0.65,153.85,7.5,4.3,57.4,4908,76.3,66232,218.8
5958,三洋工業,1690,57,3391725,24533,6451,866,736,26239,9096,17143,216.75,70.0,4.14,7.8,12.8,0.33,303.03,4.3,2.8,65.3,3594,82.4,85088,372.6
5959,岡部,625,293,47070488,64829,18140,3628,2627,92018,31664,60354,63.06,24.0,3.84,9.91,10.1,0.49,204.08,4.4,2.9,65.6,2915,80.1,58906,274.1
5962,浅香工業,1562,15,951578,8555,2238,296,214,6900,3579,3321,222.92,50.0,3.2,7.01,14.3,0.45,222.22,6.4,3.1,48.1,4402,68.8,68408,276.7
5964,東洋刃物,2248,32,1433877,5185,1468,348,472,6835,4365,2470,328.47,30.0,1.33,6.84,14.6,1.3,76.92,19.1,6.9,36.1,10067,69.8,53037,132.1
5965,フジマック,714,93,13106236,29387,10146,644,650,34436,15368,19068,48.22,20.0,2.8,14.81,6.8,0.49,204.08,3.4,1.9,55.4,1281,65.6,38441,262.9
5966,京都機械工具,2000,48,2429993,7940,3072,733,505,14315,3609,10706,207.93,70.0,3.5,9.62,10.4,0.45,222.22,4.7,3.5,74.8,3656,89.9,78124,301.7
