コード,企業名,株価,時価総額（億）,発行済株式数,売上高（百万）,粗利益,営業利益,当期利益,総資産,総負債,純資産,EPS,配当金,配当利回り,PER,益回り,PBR,PBR逆数,ROE,ROA,自己資本比率,ROEx益回りx自己資本,ROE+益回り+自己資本,ROExPBR逆数x自己資本,ROE+PBR逆数+自己資本
1301,極洋,3655,389,10740399,253575,28017,6202,4634,130460,87756,42704,430.79,90.0,2.46,8.48,11.8,0.91,109.89,10.9,3.6,32.7,4206,55.4,39168,153.5
1332,日本水産,600,1861,311236202,693682,111080,21099,17275,505731,315932,189799,55.51,16.0,2.67,10.81,9.3,0.98,102.04,9.1,3.4,37.5,3174,55.9,34821,148.6
1333,マルハニチロ,2480,1283,51759521,866702,120497,22371,16899,548603,388429,160174,321.12,55.0,2.22,7.72,13.0,0.8,125.0,10.6,3.1,29.2,4024,52.8,38690,164.8
1377,サカタのタネ,4850,2142,44347678,69218,38556,9488,7638,133077,21414,111663,276.02,45.0,0.93,17.57,5.7,1.92,52.08,6.8,5.7,83.9,3252,96.4,29713,142.8
1379,ホクト,1947,610,31576882,70932,17392,2000,2530,104933,50424,54509,80.25,60.0,3.08,24.26,4.1,1.12,89.29,4.6,2.4,51.9,979,60.6,21317,145.8
1380,秋川牧園,1070,45,4169123,6639,1709,102,160,5594,3560,2033,38.14,10.0,0.93,28.05,3.6,2.21,45.25,7.9,2.9,36.3,1032,47.8,12976,89.4
1381,アクシーズ,3155,178,5615742,21160,7348,3205,2413,20197,2869,17328,387.83,95.0,3.01,8.14,12.3,1.03,97.09,13.9,11.9,85.8,14669,112.0,115791,196.8
1382,ホーブ,1859,14,761741,3039,647,106,108,975,398,577,189.96,0,0.0,9.79,10.2,2.43,41.15,18.7,11.1,59.2,11292,88.1,45555,119.0
1383,ベルグアース,2740,39,1433774,5372,1331,206,122,5094,4079,1015,55.75,10.0,0.36,49.15,2.0,3.84,26.04,12.0,2.4,19.9,478,33.9,6218,57.9
1384,ホクリヨウ,614,52,8458952,15360,2643,1298,1191,15549,5395,10155,140.82,15.0,2.44,4.36,22.9,0.51,196.08,11.7,7.7,65.3,17496,99.9,149807,273.1
1400,ルーデン・ホールディングス,127,17,13008400,2528,768,-476,-459,3009,676,2332,-37.97,0,0.0,-3.34,-29.9,0.73,136.99,-19.7,-15.3,77.5,45650,27.9,-209149,194.8
1401,エムビーエス,502,40,7632000,3440,998,232,287,3740,1003,2738,42.26,5.0,1.0,11.88,8.4,1.46,68.49,10.5,7.7,73.2,6456,92.1,52641,152.2
1414,ショーボンドホールディングス,5870,3131,53242095,80065,20783,15358,11340,109807,18911,90896,223.66,110.5,1.88,26.25,3.8,3.44,29.07,12.5,10.3,82.8,3933,99.1,30087,124.4
1417,ミライト・ホールディングス,1669,1637,98684464,470385,66216,32805,25163,432683,183447,249236,251.46,60.0,3.59,6.64,15.1,0.66,151.52,10.1,5.8,57.6,8785,82.8,88148,219.2
1418,インターライフホールディングス,163,25,15475849,11794,2696,10,72,7564,3647,3917,14.28,4.0,2.45,11.41,8.8,0.64,156.25,1.8,1.0,51.8,821,62.4,14569,209.9
1419,タマホーム,2462,724,29304299,218092,52220,10210,7169,100216,74075,26141,282.23,125.0,5.08,8.72,11.5,2.77,36.1,27.4,7.2,26.1,8224,65.0,25817,89.6
1420,サンヨーホームズ,711,78,11076012,51123,9308,525,326,46887,31839,15048,29.46,25.0,3.52,24.13,4.1,0.52,192.31,2.2,0.7,32.1,290,38.4,13581,226.6
1429,日本アクア,618,201,32310872,23903,4740,1411,954,18279,10328,7951,35.7,20.0,3.24,17.31,5.8,2.53,39.53,12.0,5.2,43.5,3028,61.3,20635,95.0
1430,ファーストコーポレーション,737,86,11820109,20919,2929,1666,1125,17428,11146,6282,105.75,32.0,4.34,6.97,14.3,1.37,72.99,17.9,6.5,36.0,9215,68.2,47035,126.9
1431,Ｌｉｂ　Ｗｏｒｋ,728,162,22242067,9404,2502,479,337,7605,4233,3372,16.51,6.0,0.82,44.09,2.3,4.8,20.83,10.0,4.4,44.3,1019,56.6,9228,75.1
1433,ベステラ,1180,103,8707565,5967,1357,1883,1468,9020,4667,4353,168.88,20.0,1.69,6.99,14.3,2.37,42.19,33.7,16.3,48.3,23276,96.3,68673,124.2
1434,ＪＥＳＣＯホールディングス,475,32,6719415,9268,1383,560,463,11796,8006,3790,63.43,15.0,3.16,7.49,13.4,0.84,119.05,12.2,3.9,32.1,5248,57.7,46622,163.3
1435,Ｒｏｂｏｔ　Ｈｏｍｅ,198,175,89884200,4091,2363,260,374,9905,2378,7527,4.45,2.0,1.01,44.49,2.2,2.32,43.1,5.0,3.8,76.0,836,83.2,16378,124.1
1436,フィット,764,32,4074830,7187,1949,452,282,10716,6248,4468,67.33,10.0,1.31,11.35,8.8,0.72,138.89,6.3,2.6,41.7,2312,56.8,36488,186.9
1439,安江工務店,910,12,1307756,6914,2197,162,90,4175,2676,1499,77.57,25.0,2.75,11.73,8.5,0.8,125.0,6.0,2.2,35.9,1831,50.4,26925,166.9
1443,技研ホールディングス,217,35,16235783,8180,1875,797,467,15976,6091,9885,28.7,1.0,0.46,7.56,13.2,0.35,285.71,4.7,2.9,61.9,3840,79.8,83122,352.3
1446,キャンディル,558,51,9164200,11220,4074,63,-73,7367,4106,3261,-5.38,6.0,1.08,-103.72,-1.0,1.56,64.1,-2.2,-1.0,44.3,97,41.1,-6247,106.2
1450,田中建設工業,2134,89,4349487,9824,2138,1418,967,7050,1611,5439,222.33,73.0,3.42,9.6,10.4,1.64,60.98,17.8,13.7,77.1,14273,105.3,83688,155.9
1451,ＫＨＣ,608,24,3981323,11888,2113,568,340,14898,8978,5920,85.96,33.0,5.43,7.07,14.1,0.41,243.9,5.7,2.3,39.7,3191,59.5,55192,289.3
1491,中外鉱業,30,86,288215456,51590,2361,543,547,9833,2766,7067,1.89,1.0,3.33,15.87,6.3,1.22,81.97,7.7,5.6,71.9,3488,85.9,45381,161.6
1514,住石ホールディングス,216,114,53032005,12404,3461,2257,2268,21575,4222,17353,41.01,5.0,2.31,5.27,19.0,0.66,151.52,13.1,10.5,80.4,20012,112.5,159587,245.0
1515,日鉄鉱業,5460,448,8318525,149082,34865,15350,9280,197732,71362,120074,1115.53,308.0,5.64,4.89,20.4,0.37,270.27,7.7,4.7,60.7,9535,88.8,126321,338.7
1518,三井松島ホールディングス,3290,418,13009497,46592,16408,6992,5397,67837,32402,35435,414.8,80.0,2.43,7.93,12.6,1.18,84.75,15.2,8.0,52.2,9997,80.0,67244,152.2
1605,ＩＮＰＥＸ,1498,20900,1386519949,1244369,675448,570521,223048,5158196,2034131,3124065,196.21,55.0,3.67,7.63,13.1,0.67,149.25,7.1,4.3,60.6,5636,80.8,64216,216.9
1662,石油資源開発,3480,1908,54748194,249140,49903,10873,-30988,471941,100302,371639,-545.62,95.0,2.73,-6.38,-15.7,0.51,196.08,-8.3,-6.6,78.7,10255,54.7,-128081,266.5
1663,Ｋ＆Ｏエナジーグループ,1580,409,26565489,66070,13460,3742,2847,99096,20483,78613,105.67,30.0,1.9,14.95,6.7,0.52,192.31,3.6,2.9,79.3,1913,89.6,54901,275.2
1711,ＳＤＳホールディングス,534,46,8732711,1035,173,-295,-334,922,325,597,-55.02,0,0.0,-9.71,-10.3,7.71,12.97,-55.9,-36.2,64.8,37310,-1.4,-46981,21.9
1712,ダイセキ環境ソリューション,840,141,16798899,17082,3703,2082,1253,21279,6930,14349,61.55,10.0,1.19,13.65,7.3,0.98,102.04,8.7,5.9,67.4,4281,83.4,59834,178.1
1716,第一カッター興業,1345,154,11383064,19338,6314,2555,1744,17992,4362,13629,164.79,28.0,2.08,8.16,12.3,1.13,88.5,12.8,9.7,75.8,11934,100.9,85866,177.1
1717,明豊ファシリティワークス,674,75,11329297,4260,2282,863,606,5719,1435,4284,52.97,28.0,4.15,12.72,7.9,1.75,57.14,14.1,10.6,74.9,8343,96.9,60345,146.1
1718,美樹工業,3950,44,1093182,26370,5908,1208,731,30562,16583,13979,885.49,100.0,2.53,4.46,22.4,0.31,322.58,5.2,2.4,45.7,5323,73.3,76658,373.5
1719,安藤・間,885,1480,165413647,340293,46862,25928,17672,295332,154411,140921,98.84,40.0,4.52,8.95,11.2,1.05,95.24,12.5,6.0,47.7,6678,71.4,56787,155.4
1720,東急建設,636,660,104732063,258083,9716,-6180,-7457,237811,145321,92490,-71.26,23.0,3.62,-8.93,-11.2,0.71,140.85,-8.1,-3.1,38.9,3529,19.6,-44380,171.7
1721,コムシスホールディングス,2653,3252,121875282,589028,78427,41348,29208,524062,185235,338827,235.5,100.0,3.77,11.27,8.9,0.96,104.17,8.6,5.6,64.7,4952,82.2,57962,177.5
1723,日本電技,3300,264,8008101,31669,10724,4034,3030,38571,9706,28865,355.28,114.0,3.45,9.29,10.8,0.91,109.89,10.5,7.9,74.8,8482,96.1,86308,195.2
1724,シンクレイヤ,658,30,4614024,13061,2978,1207,872,10335,5295,5040,144.87,12.0,1.82,4.54,22.0,0.6,166.67,17.3,8.4,48.8,18573,88.1,140709,232.8
1730,麻生フオームクリート,503,17,3416333,3595,603,-73,-52,3301,1889,1411,-15.23,0,0.0,-33.03,-3.0,1.2,83.33,-3.7,-1.6,42.7,474,36.0,-13165,122.3
1736,オーテック,2331,121,5249710,25410,5970,1918,1350,26768,9298,17470,256.96,85.0,3.65,9.07,11.0,0.69,144.93,7.7,5.0,65.3,5531,84.0,72872,217.9
1739,メルディアＤＣ,707,44,6086400,27542,2895,2014,1248,24581,18252,6329,151.89,15.0,2.12,4.65,21.5,0.7,142.86,19.7,5.1,25.7,10885,66.9,72329,188.3
1743,コーアツ工業,5530,40,758112,10547,2202,975,643,12267,4592,7675,484.43,75.0,1.36,11.42,8.8,0.52,192.31,8.4,5.2,62.6,4627,79.8,101124,263.3
1757,中小企業ホールディングス,37,96,258237325,2849,118,-466,-915,1774,981,792,-3.63,0,0.0,-10.19,-9.8,12.12,8.25,-115.5,-51.6,44.6,50483,-80.7,-42498,-62.6
1758,太洋基礎工業,4860,34,686274,12934,1452,566,474,10556,2687,7869,869.0,100.0,2.06,5.59,17.9,0.43,232.56,6.0,4.5,74.5,8001,98.4,103954,313.1
1762,高松コンストラクショングループ,2144,740,34818578,263907,38543,11226,6727,236719,115248,121471,193.2,63.0,2.94,11.1,9.0,0.61,163.93,5.5,2.8,51.3,2539,65.8,46253,220.7
1764,工藤建設,2100,25,1142633,19801,2538,601,356,13560,9165,4395,121.06,100.0,4.76,17.35,5.8,0.57,175.44,8.1,2.6,32.4,1522,46.3,46042,215.9
1766,東建コーポレーション,8860,1191,13444592,311586,49912,14989,10275,194153,80729,113424,764.23,250.0,2.82,11.59,8.6,1.05,95.24,9.1,5.3,58.4,4570,76.1,50614,162.7
1768,ソネック,1017,74,7305369,17159,1698,1107,800,11307,3194,8113,109.34,30.0,2.95,9.3,10.8,0.91,109.89,9.9,7.1,71.8,7677,92.5,78112,191.6
1770,藤田エンジニアリング,887,81,9132346,27709,4359,1892,1372,27191,11672,15519,150.31,33.0,3.72,5.9,16.9,0.52,192.31,8.8,5.0,57.1,8492,82.8,96632,258.2
1775,富士古河Ｅ＆Ｃ,3480,299,8992913,82050,14301,6592,4608,62654,29712,32942,520.74,130.0,3.74,6.68,15.0,0.91,109.89,14.0,7.4,52.6,11046,81.6,80923,176.5
1776,三井住建道路,959,87,9128567,31535,3212,898,627,26693,13722,12971,68.69,30.0,3.13,13.96,7.2,0.67,149.25,4.8,2.3,48.6,1680,60.6,34817,202.7
1780,ヤマウラ,968,181,18876321,27946,5154,2123,1495,24502,6708,17794,78.99,5.0,0.52,12.25,8.2,1.02,98.04,8.4,6.1,72.6,5001,89.2,59789,179.0
1783,アジアゲートホールディングス,57,99,167942649,6895,1733,-752,-977,5292,1925,3367,-23.33,0,0.0,-2.44,-41.0,2.94,34.01,-29.0,-18.5,63.6,75620,-6.4,-62728,68.6
1787,ナカボーテック,4650,111,2420763,12910,3080,1063,764,10860,3218,7642,311.94,220.0,4.73,14.91,6.7,1.45,68.97,10.0,7.0,70.4,4717,87.1,48555,149.4
1788,三東工業社,2681,16,594641,7452,600,212,143,4866,2201,2665,380.6,60.0,2.24,7.04,14.2,0.6,166.67,5.4,2.9,54.8,4202,74.4,49321,226.9
1789,ＥＴＳホールディングス,688,43,6368943,4901,982,267,175,5063,2570,2493,24.03,7.0,1.02,28.63,3.5,1.72,58.14,7.0,3.5,49.2,1205,59.7,20023,114.3
1793,大本組,6440,319,4987880,71276,7373,2337,1784,90912,23978,66934,353.24,170.0,2.64,18.23,5.5,0.48,208.33,2.7,2.0,73.6,1093,81.8,41399,284.6
1795,マサル,3175,28,876696,7794,1445,407,322,7416,3044,4372,249.9,55.0,1.73,12.71,7.9,0.64,156.25,7.4,4.3,59.0,3449,74.3,68219,222.7
1798,守谷商会,2300,52,2195498,38840,3861,1794,1574,27480,15383,12097,717.55,70.0,3.04,3.21,31.2,0.43,232.56,13.0,5.7,44.0,17846,88.2,133024,289.6
1799,第一建設工業,1314,269,20290314,42748,5815,2787,2597,73098,7695,65403,127.77,45.0,3.42,10.28,9.7,0.41,243.9,4.0,3.6,89.5,3473,103.2,87316,337.4
1801,大成建設,4280,8418,198539630,1543240,187737,94573,71437,1956200,1087313,868887,350.88,130.0,3.04,12.2,8.2,0.97,103.09,8.2,3.7,44.4,2985,60.8,37533,155.7
1802,大林組,988,6997,716895683,1922884,154340,34986,39128,2422085,1466394,955691,54.55,37.0,3.74,18.11,5.5,0.73,136.99,4.1,1.6,39.5,891,49.1,22186,180.6
1803,清水建設,774,5559,738204747,1482961,139675,49439,47760,2128356,1303859,824497,64.09,22.0,2.84,12.08,8.3,0.67,149.25,5.8,2.2,38.7,1863,52.8,33501,193.8
1805,飛島建設,1077,203,19128288,117665,13213,4164,3219,114632,70768,43864,168.27,50.0,4.64,6.4,15.6,0.46,217.39,7.3,2.8,38.3,4362,61.2,60780,263.0
1807,佐藤渡辺,2644,81,3037440,37452,4558,2447,1728,32633,13602,19031,594.22,120.0,4.54,4.45,22.5,0.43,232.56,9.1,5.3,58.3,11937,89.9,123380,300.0
1808,長谷工コーポレーション,1625,4438,274645770,909708,148309,82501,54490,1081907,664245,417662,198.31,85.0,5.23,8.19,12.2,1.06,94.34,13.0,5.0,38.6,6122,63.8,47340,145.9
1810,松井建設,637,188,29620862,82468,6596,2253,1792,68428,25549,42879,58.92,26.5,4.16,10.81,9.3,0.44,227.27,4.2,2.6,62.7,2449,76.2,59849,294.2
1811,錢高組,3345,235,7162156,101903,8404,2200,1812,155098,80795,74303,253.0,50.0,1.49,13.22,7.6,0.32,312.5,2.4,1.2,47.9,874,57.9,35925,362.8
1812,鹿島建設,1518,7465,492437455,2079695,255716,103714,103867,2337741,1392036,945705,208.0,60.0,3.95,7.3,13.7,0.79,126.58,11.0,4.4,40.5,6103,65.2,56391,178.1
1813,不動テトラ,1658,249,15214157,66778,10962,2852,2063,51901,21552,29956,135.11,60.0,3.62,12.27,8.1,0.83,120.48,6.9,4.0,57.7,3225,72.7,47967,185.1
1814,大末建設,1560,162,10417297,69645,6051,2686,1816,48662,28033,20629,173.2,90.0,5.77,9.01,11.1,0.79,126.58,8.8,3.7,42.4,4142,62.3,47230,177.8
1815,鉄建建設,1831,274,15072324,151551,15109,5037,4706,173079,109609,63470,303.08,80.0,4.37,6.04,16.6,0.43,232.56,7.4,2.7,36.7,4508,60.7,63159,276.7
1820,西松建設,3990,1571,39473079,323754,43773,19432,15103,477613,319899,151328,312.34,271.0,6.79,12.77,7.8,1.04,96.15,10.0,3.2,31.7,2473,49.5,30480,137.8
1821,三井住友建設,456,706,156290523,403275,18179,-7459,-7022,394073,302685,91388,-44.93,20.0,4.39,-10.15,-9.9,0.77,129.87,-7.7,-1.8,23.2,1769,5.6,-23200,145.4
1822,大豊建設,4295,1108,25952635,156520,15191,8559,5988,169621,95973,73648,346.25,243.0,5.66,12.4,8.1,1.5,66.67,8.1,3.5,43.4,2847,59.6,23437,118.2
1826,佐田建設,449,70,15516131,26660,2221,541,356,25837,11283,14554,22.88,13.0,2.9,19.62,5.1,0.48,208.33,2.4,1.4,56.3,689,63.8,28150,267.0
1828,田辺工業,908,97,10700916,42526,6937,2752,1873,35094,15726,19368,174.95,33.0,3.63,5.19,19.3,0.5,200.0,9.7,5.3,55.2,10334,84.2,107088,264.9
1833,奥村組,2974,1086,36772444,242458,31838,12637,12542,332348,165390,166958,334.1,173.0,5.82,8.9,11.2,0.65,153.85,7.5,3.8,50.2,4217,68.9,57925,211.6
1835,東鉄工業,2408,819,34425414,114718,14784,6925,5326,136670,39544,97125,154.71,88.0,3.65,15.56,6.4,0.84,119.05,5.5,3.9,71.1,2503,83.0,46555,195.6
1840,土屋ホールディングス,243,62,24997402,31052,8539,564,478,22198,10252,11946,5.62,6.0,2.47,43.24,2.3,0.52,192.31,4.0,2.2,53.8,495,60.1,41385,250.1
1841,サンユー建設,885,32,3584968,8120,551,133,131,14105,3003,11102,36.6,25.0,2.82,24.18,4.1,0.29,344.83,1.2,0.9,78.7,387,84.0,32566,424.7
1844,大盛工業,189,28,14956177,4955,932,325,243,8854,4551,4303,7.66,5.0,2.65,24.67,4.1,0.65,153.85,5.6,2.7,48.6,1116,58.3,41872,208.0
1847,イチケン,1838,133,7257987,83776,7387,4130,2986,57617,30819,26798,409.74,100.0,5.44,4.49,22.3,0.5,200.0,11.1,5.2,46.5,11510,79.9,103230,257.6
1848,富士ピー・エス,461,81,17748048,27301,4272,1050,775,27786,17955,9831,43.68,9.0,1.95,10.55,9.5,0.82,121.95,7.9,2.8,35.4,2657,52.8,34105,165.2
1850,南海辰村建設,370,107,28827807,37189,3994,1931,1310,32445,19775,12670,45.44,3.0,0.81,8.14,12.3,0.84,119.05,10.3,4.0,39.1,4954,61.7,47945,168.4
1852,淺沼組,2676,430,16103146,135478,13445,4836,3748,90132,47460,42672,232.33,363.0,13.57,11.52,8.7,1.01,99.01,8.8,4.2,47.3,3621,64.8,41212,155.1
1853,森組,299,98,32762995,31319,3275,1858,1255,25413,11447,13966,38.32,14.0,4.68,7.8,12.8,0.7,142.86,9.0,4.9,55.0,6336,76.8,70716,206.9
1860,戸田建設,723,2194,308216259,501509,62677,21364,18561,762716,442159,316575,60.43,29.5,4.08,11.96,8.4,0.69,144.93,5.9,2.4,41.5,2057,55.8,35486,192.3
1861,熊谷組,2854,1273,45005424,425216,43466,21862,15850,371096,201794,169302,342.13,120.0,4.2,8.34,12.0,0.75,133.33,9.4,4.3,45.6,5144,67.0,57151,188.3
1866,北野建設,2216,137,6198656,60103,6669,2181,1740,65500,28516,36984,280.44,100.0,4.51,7.9,12.7,0.37,270.27,4.7,2.7,56.5,3372,73.9,71770,331.5
1867,植木組,1376,91,6617592,47678,5831,2118,1441,43633,19510,24123,217.62,55.0,4.0,6.32,15.8,0.38,263.16,6.0,3.3,55.3,5242,77.1,87316,324.5
1870,矢作建設工業,803,344,42995366,93090,14935,6112,4842,116423,58891,57532,112.18,40.0,4.98,7.16,14.0,0.6,166.67,8.4,4.2,49.4,5809,71.8,69161,224.5
1871,ピーエス三菱,635,294,46730219,109639,15766,6618,4539,93100,47568,45532,97.25,30.0,4.72,6.53,15.3,0.65,153.85,10.0,4.9,48.9,7482,74.2,75233,212.8
1873,日本ハウスホールディングス,414,165,39998407,37149,14213,2639,1607,43255,21197,22058,43.01,20.0,4.83,9.63,10.4,0.75,133.33,7.3,3.7,51.0,3872,68.7,49639,191.6
1879,新日本建設,753,434,58459825,107092,19832,15549,10797,140177,48564,91613,184.67,22.0,2.92,4.08,24.5,0.47,212.77,11.8,7.7,65.4,18907,101.7,164199,290.0
1882,東亜道路工業,6010,281,4719600,112118,12783,5399,3715,84691,35617,49074,765.46,180.0,3.0,7.85,12.7,0.57,175.44,7.6,4.4,57.9,5589,78.2,77201,240.9
1884,日本道路,7000,596,8789175,156379,16968,8116,5668,152194,57326,94868,644.78,210.0,3.0,10.86,9.2,0.63,158.73,6.0,3.7,62.3,3439,77.5,59333,227.0
1885,東亜建設工業,2624,553,21292886,219814,21377,9787,7385,212916,126888,86028,382.8,90.0,3.43,6.85,14.6,0.64,156.25,8.6,3.5,40.4,5073,63.6,54288,205.2
1888,若築建設,2449,306,12751843,89164,12970,6799,4737,81479,44384,37095,371.42,80.0,3.27,6.59,15.2,0.82,121.95,12.8,5.8,45.5,8852,73.5,71024,180.2
1890,東洋建設,877,816,93980820,152524,19041,8994,5865,135582,67463,68119,62.39,20.0,2.28,14.06,7.1,1.2,83.33,8.6,4.3,50.2,3065,65.9,35975,142.1
1893,五洋建設,738,2078,285076393,458231,37235,15601,10753,467364,307764,159600,37.72,23.0,3.12,19.57,5.1,1.3,76.92,6.7,2.3,34.1,1165,45.9,17574,117.7
1897,金下建設,3210,69,2155990,7633,833,-99,45,19983,3210,16773,46.84,50.0,1.56,68.53,1.5,0.41,243.9,0.3,0.2,83.9,38,85.7,6139,328.1
1898,世紀東急工業,840,305,36814888,85132,10231,4419,3304,78295,37798,40497,84.79,30.0,3.57,9.91,10.1,0.75,133.33,8.2,4.2,51.7,4282,70.0,56524,193.2
1899,福田組,4995,425,8524189,179846,18744,8478,5865,130755,54986,75769,558.2,130.0,2.6,8.95,11.2,0.56,178.57,7.7,4.5,57.9,4993,76.8,79612,244.2
1904,大成温調,1873,114,6057679,49153,5634,691,974,40229,15532,24697,151.97,76.0,4.06,12.32,8.1,0.46,217.39,3.9,2.4,61.4,1940,73.4,52056,282.7
1905,テノックス,881,58,6617972,14817,2355,467,358,17682,5671,12010,53.31,27.0,3.06,16.53,6.0,0.48,208.33,3.0,2.0,67.9,1222,76.9,42437,279.2
1909,日本ドライケミカル,1689,116,6936365,44793,9859,2631,1891,41452,23848,17604,269.95,30.0,1.78,6.26,16.0,0.66,151.52,10.7,4.6,42.5,7276,69.2,68904,204.7
1911,住友林業,2063,4111,199844164,1385930,321994,109832,87175,1314226,818498,495728,481.57,85.0,4.12,4.28,23.4,0.83,120.48,17.6,6.6,37.7,15526,78.7,79941,175.8
1914,日本基礎技術,610,126,20990032,22111,3416,738,498,30091,8981,21110,21.97,13.0,2.13,27.77,3.6,0.6,166.67,2.4,1.7,70.2,607,76.2,28081,239.3
1921,巴コーポレーション,459,178,39578721,25302,5454,3481,2756,51636,13854,37782,69.63,12.0,2.61,6.59,15.2,0.47,212.77,7.3,5.3,73.2,8122,95.7,113696,293.3
1925,大和ハウス工業,3275,21600,655667622,4439536,864683,359210,225273,5521662,3501504,2020158,343.82,131.0,4.0,9.53,10.5,1.07,93.46,11.2,4.1,36.6,4304,58.3,38311,141.3
1926,ライト工業,1955,982,50099983,109504,23950,13227,8930,115885,35145,80740,174.11,54.0,2.76,11.23,8.9,1.22,81.97,11.1,7.7,69.7,6886,89.7,63418,162.8
1928,積水ハウス,2354,15800,668542184,2589579,528877,232668,153906,2801189,1327062,1474127,259.49,94.0,3.99,9.07,11.0,1.07,93.46,10.4,5.5,52.6,6017,74.0,51126,156.5
1929,日特建設,875,363,41708212,66076,12135,4523,3329,51712,21290,30422,79.82,40.0,4.57,10.96,9.1,1.19,84.03,10.9,6.4,58.8,5832,78.8,53857,153.7
1930,北陸電気工事,805,218,27990543,45928,6943,3118,2246,55465,15604,39861,72.35,30.0,3.73,11.13,9.0,0.55,181.82,5.6,4.0,71.9,3624,86.5,73208,259.3
1934,ユアテック,744,519,71512263,225317,29384,9298,6701,216016,86519,129497,95.77,32.0,4.3,7.77,12.9,0.4,250.0,5.2,3.1,59.9,4018,78.0,77870,315.1
1938,日本リーテック,967,239,25151301,53231,7711,3096,2403,79858,24353,55504,95.54,27.0,2.79,10.12,9.9,0.43,232.56,4.3,3.0,69.5,2959,83.7,69501,306.4
1939,四電工,1832,288,15719181,92648,14621,5076,3780,96517,42395,54122,240.52,100.0,5.46,7.62,13.1,0.53,188.68,7.0,3.9,56.1,5144,76.2,74095,251.8
1941,中電工,2161,1176,55088468,190690,25576,8915,6683,279725,66498,213227,120.97,104.0,4.81,17.86,5.6,0.55,181.82,3.1,2.4,76.2,1323,84.9,42950,261.1
1942,関電工,855,1686,204305020,495567,56721,29612,20317,470967,186991,283976,99.44,28.0,3.27,8.6,11.6,0.59,169.49,7.2,4.3,60.3,5036,79.1,73586,237.0
1944,きんでん,1599,3214,204944472,566794,97148,35334,26366,700259,189280,510979,120.24,38.0,2.38,13.3,7.5,0.63,158.73,5.2,3.8,73.0,2847,85.7,60254,236.9
1945,東京エネシス,1062,355,34223557,72578,8576,1320,1226,102982,38352,64630,35.82,30.0,2.82,29.65,3.4,0.55,181.82,1.9,1.2,62.8,406,68.1,21695,246.5
1946,トーエネック,3765,698,18689194,219617,34904,11877,8284,301599,175029,126570,437.37,135.0,3.59,8.61,11.6,0.55,181.82,6.5,2.7,42.0,3167,60.1,49637,230.3
1948,弘電社,4205,75,1772245,29159,4800,417,312,28460,10001,18459,174.94,220.0,5.23,24.04,4.2,0.41,243.9,1.7,1.1,64.9,463,70.8,26909,310.5
1950,日本電設工業,1882,1111,61472035,173569,21664,7190,5223,257700,85331,172369,84.95,31.0,1.65,22.15,4.5,0.64,156.25,3.0,2.0,66.9,903,74.4,31359,226.2
1951,エクシオグループ,2224,2433,109394112,594840,84323,40180,27766,535617,232061,303556,250.64,103.0,4.63,8.87,11.3,0.8,125.0,9.1,5.2,56.7,5830,77.1,64496,190.8
1952,新日本空調,1929,442,23322901,106718,14546,6861,5404,99966,46153,53813,231.86,75.0,3.89,8.32,12.0,0.82,121.95,10.0,5.4,53.8,6456,75.8,65609,185.8
1954,日本工営,3470,521,15037293,117859,37735,7128,4532,156137,85412,70725,498.82,100.0,2.88,6.96,14.4,0.74,135.14,6.4,2.9,45.3,4175,66.1,39180,186.8
1959,九電工,2891,2048,70845486,376563,57362,32649,26217,378396,139261,239135,349.55,100.0,3.46,8.27,12.1,0.86,116.28,11.0,6.9,63.2,8412,86.3,80838,190.5
1960,サンテック,668,111,16326998,39870,4574,-387,-32,45457,14895,30562,-1.89,10.0,1.5,-353.44,-0.3,0.36,277.78,-0.1,-0.1,67.2,2,66.8,-1867,344.9
1961,三機工業,1669,926,55870698,193189,30224,9114,6489,183609,89332,94277,115.13,85.0,5.09,14.5,6.9,0.98,102.04,6.9,3.5,51.3,2442,65.1,36119,160.2
1963,日揮ホールディングス,1683,4125,252586406,428401,45372,-37399,-35550,694274,307129,387145,-140.77,15.0,0.89,-11.96,-8.4,1.07,93.46,-9.2,-5.1,55.8,4312,38.2,-47979,140.1
1964,中外炉工業,1758,131,7583455,26317,5558,1263,1361,38141,15073,23068,177.18,70.0,3.98,9.92,10.1,0.57,175.44,5.9,3.6,60.5,3605,76.5,62623,241.8
1965,テクノ菱和,900,195,21771595,56905,9077,2955,2237,63698,21236,42462,102.75,36.0,4.0,8.76,11.4,0.46,217.39,5.3,3.5,66.7,4030,83.4,76850,289.4
1966,高田工業所,1046,64,6328551,47243,4360,1171,788,32629,19153,13476,122.36,10.0,0.96,8.55,11.7,0.47,212.77,5.8,2.4,41.3,2803,58.8,50967,259.9
1968,太平電業,3100,578,18998318,126908,19231,9654,8408,131738,52571,79167,442.45,100.0,3.23,7.01,14.3,0.73,136.99,10.6,6.4,60.1,9110,85.0,87271,207.7
1969,高砂熱学工業,1711,1117,66139656,302746,41397,13936,11535,300736,163839,136897,171.45,61.0,3.57,9.98,10.0,0.82,121.95,8.4,3.8,45.5,3822,63.9,46609,175.8
1971,中央ビルト工業,573,14,2353064,8104,875,161,192,8525,5875,2651,81.69,8.0,1.4,7.01,14.3,0.53,188.68,7.2,2.3,31.1,3202,52.6,42249,227.0
